AB型血	AB型血 🆎️
鬍子	鬍子 🧔🏻
鬍子女	鬍子女 🧔🏻‍♀️
鬍子男	鬍子男 🧔🏻‍♂️
鬍鬚	鬍鬚 🧔🏻
鬍鬚女	鬍鬚女 🧔🏻‍♀️
鬍鬚男	鬍鬚男 🧔🏻‍♂️
絡腮鬍	絡腮鬍 🧔🏻
絡腮胡	絡腮胡 🧔🏻
絡腮鬍女	絡腮鬍女 🧔🏻‍♀️
絡腮鬍男	絡腮鬍男 🧔🏻‍♂️
絡腮胡女	絡腮胡女 🧔🏻‍♀️
絡腮胡男	絡腮胡男 🧔🏻‍♂️
蓄鬍	蓄鬍 🧔🏻
蓄胡	蓄胡 🧔🏻
蓄鬍女	蓄鬍女 🧔🏻‍♀️
蓄胡女	蓄胡女 🧔🏻‍♀️
蓄鬍男	蓄鬍男 🧔🏻‍♂️
蓄胡男	蓄胡男 🧔🏻‍♂️
穆斯林	穆斯林 ☪️ 🧔🏻 🧕🏾 🧕🏻 👳🏻‍♀️ 👳🏻‍♂️
男穆斯林	男穆斯林 🧔🏻 👳🏻
女穆斯林	女穆斯林 🧕🏾 🧕🏻 👳🏻‍♀️
穆斯林男	穆斯林男 🧔🏻 👳🏻
穆斯林女	穆斯林女 🧕🏾 🧕🏻 👳🏻‍♀️
阿拉伯	阿拉伯 ☪️ 🧔🏻 🧕🏾 🧕🏻 👳🏻‍♂️ 👳🏻‍♀️
阿拉伯女人	阿拉伯女人 🧕🏾 🧕🏻 👳🏻‍♀️
阿拉伯男人	阿拉伯男人 🧔🏻 👳🏻‍♂️
阿拉伯女	阿拉伯女 🧕🏾 🧕🏻 👳🏻‍♀️
阿拉伯男	阿拉伯男 🧔🏻 👳🏻‍♂️
回族	回族 ☪️ 🧔🏻 🧕🏾 🧕🏻 👳🏻‍♂️ 👳🏻‍♀️
回民	回民 ☪️ 🧔🏻 🧕🏾 🧕🏻 👳🏻‍♂️ 👳🏻‍♀️
殘疾	殘疾 🧑🏻‍🦼 🧑🏻‍🦽
殘疾女	殘疾女 👩🏻‍🦼 👩🏻‍🦽
殘疾男	殘疾男 👨🏻‍🦼 👨🏻‍🦽
殘疾人	殘疾人 🧑🏻‍🦼 🧑🏻‍🦽
女殘疾人	女殘疾人 👩🏻‍🦼 👩🏻‍🦽
男殘疾人	男殘疾人 👨🏻‍🦼 👨🏻‍🦽
殘疾人女	殘疾人女 👩🏻‍🦼 👩🏻‍🦽
殘疾人男	殘疾人男 👨🏻‍🦼 👨🏻‍🦽
球員	球員 ⛹🏻
女球員	女球員 ⛹🏻‍♀️
男球員	男球員 ⛹🏻‍♂️
球員女	球員女 ⛹🏻‍♀️
球員男	球員男 ⛹🏻‍♂️
運動	運動 ⛹🏻 🏃🏻 🚴🏻
運動女	運動女 ⛹🏻‍♀️ 🏃🏻‍♀️ 🚴🏻‍♀️
運動男	運動男 ⛹🏻‍♂️ 🏃🏻‍♂️ 🚴🏻‍♂️
打球	打球 ⛹🏻
打球女	打球女 ⛹🏻‍♀️
打球男	打球男 ⛹🏻‍♂️
打籃球	打籃球 ⛹🏻
打籃球女	打籃球女 ⛹🏻‍♀️
打籃球男	打籃球男 ⛹🏻‍♂️
瞎子	瞎子 🧑🏻‍🦯
瞎子女	瞎子女 👩🏻‍🦯
瞎子男	瞎子男 👨🏻‍🦯
女瞎子	女瞎子 👩🏻‍🦯
男瞎子	男瞎子 👨🏻‍🦯
盲	盲 🧑🏻‍🦯
盲女	盲女 👩🏻‍🦯
盲男	盲男 👨🏻‍🦯
盲人	盲人 🧑🏻‍🦯
盲人女	盲人女 👩🏻‍🦯
盲人男	盲人男 👨🏻‍🦯
立定	立定 🧍🏻
立定女	立定女 🧍🏻‍♀️
立定男	立定男 🧍🏻‍♂️
站	站 🧍🏻
站女	站女 🧍🏻‍♀️
站男	站男 🧍🏻‍♂️
站立	站立 🧍🏻
站立女	站立女 🧍🏻‍♀️
站立男	站立男 🧍🏻‍♂️
站著	站著 🧍🏻
站著女	站著女 🧍🏻‍♀️
站著男	站著男 🧍🏻‍♂️
西服	西服 🤵🏻
西服女	西服女 🤵🏻‍♀️
西服男	西服男 🤵🏻‍♂️
西裝	西裝 🤵🏻
西裝女	西裝女 🤵🏻‍♀️
西裝男	西裝男 🤵🏻‍♂️
洋服	洋服 🤵🏻
洋服女	洋服女 🤵🏻‍♀️
洋服男	洋服男 🤵🏻‍♂️
新郎	新郎 🤵🏻 🤵🏻‍♂️
新郎女	新郎女 🤵🏻‍♀️
丈夫	丈夫 🤵🏻‍♂️
燕尾服	燕尾服 🤵🏻
先生	先生 🤵🏻 🤵🏻‍♂️
紳士	紳士 🤵🏻 🤵🏻‍♂️
跑	跑 🏃🏻
跑男	跑男 🏃🏻 🏃🏻‍♂️
跑女	跑女 🏃🏻‍♀️
女跑男	女跑男 🏃🏻‍♀️
男跑男	男跑男 🏃🏻‍♂️
跑男女	跑男女 🏃🏻‍♀️
跑男男	跑男男 🏃🏻‍♂️
奔跑	奔跑 🏃🏻
奔跑女	奔跑女 🏃🏻‍♀️
奔跑男	奔跑男 🏃🏻‍♂️
田徑	田徑 🏃🏻
田徑女	田徑女 🏃🏻‍♀️
田徑男	田徑男 🏃🏻‍♂️
一定	一定 🙆🏻
一定女	一定女 🙆🏻‍♀️
一定男	一定男 🙆🏻‍♂️
可以	可以 🆗️ 👌🏻 😉 🙆🏻
可以女	可以女 🙆🏻‍♀️
可以男	可以男 🙆🏻‍♂️
太好了	太好了 🙆🏻
太好了女	太好了女 🙆🏻‍♀️
太好了男	太好了男 🙆🏻‍♂️
真好	真好 😀 😺 🙆🏻
真好女	真好女 🙆🏻‍♀️
真好男	真好男 🙆🏻‍♂️
條子	條子 👮🏻
女條子	女條子 👮🏻‍♀️
男條子	男條子 👮🏻‍♂️
條子女	條子女 👮🏻‍♀️
條子男	條子男 👮🏻‍♂️
民警	民警 👮🏻
民警女	民警女 👮🏻‍♀️
民警男	民警男 👮🏻‍♂️
女民警	女民警 👮🏻‍♀️
男民警	男民警 👮🏻‍♂️
差人	差人 👮🏻
差人女	差人女 👮🏻‍♀️
差人男	差人男 👮🏻‍♂️
差佬	差佬 👮🏻
差佬女	差佬女 👮🏻‍♀️
差佬男	差佬男 👮🏻‍♂️
女警	女警 👮🏻‍♀️
警察	警察 👮🏻
女警察	女警察 👮🏻‍♀️
男警察	男警察 👮🏻‍♂️
警察女	警察女 👮🏻‍♀️
警察男	警察男 👮🏻‍♂️
上課	上課 🧑🏻‍🏫
上課女	上課女 👩🏻‍🏫
上課男	上課男 👨🏻‍🏫
老師	老師 🧑🏻‍🏫
男老師	男老師 👨🏻‍🏫
女老師	女老師 👩🏻‍🏫
老師女	老師女 👩🏻‍🏫
老師男	老師男 👨🏻‍🏫
教書	教書 🧑🏻‍🏫
教書女	教書女 👩🏻‍🏫
教書男	教書男 👨🏻‍🏫
教師	教師 🧑🏻‍🏫
教師女	教師女 👩🏻‍🏫
教師男	教師男 👨🏻‍🏫
女教師	女教師 👩🏻‍🏫
男教師	男教師 👨🏻‍🏫
課堂	課堂 🧑🏻‍🏫
課堂女	課堂女 👩🏻‍🏫
課堂男	課堂男 👨🏻‍🏫
課室	課室 🧑🏻‍🏫
課室女	課室女 👩🏻‍🏫
課室男	課室男 👨🏻‍🏫
班主任	班主任 🧑🏻‍🏫
班主任女	班主任女 👩🏻‍🏫
班主任男	班主任男 👨🏻‍🏫
女班主任	女班主任 👩🏻‍🏫
男班主任	男班主任 👨🏻‍🏫
專家	專家 🧑🏻‍🔬 🧑🏻‍💻
專家女	專家女 👩🏻‍🔬 👩🏻‍💻
專家男	專家男 👨🏻‍🔬 👨🏻‍💻
女專家	女專家 👩🏻‍🔬 👩🏻‍💻
男專家	男專家 👨🏻‍🔬 👨🏻‍💻
科學家	科學家 🧑🏻‍🔬 🧑🏻‍💻
科學家女	科學家女 👩🏻‍🔬 👩🏻‍💻
科學家男	科學家男 👨🏻‍🔬 👨🏻‍💻
女科學家	女科學家 👩🏻‍🔬 👩🏻‍💻
男科學家	男科學家 👨🏻‍🔬 👨🏻‍💻
研究員	研究員 🧑🏻‍🔬 🧑🏻‍💻
研究員女	研究員女 👩🏻‍🔬 👩🏻‍💻
研究員男	研究員男 👨🏻‍🔬 👨🏻‍💻
女研究員	女研究員 👩🏻‍🔬 👩🏻‍💻
男研究員	男研究員 👨🏻‍🔬 👨🏻‍💻
科研人員	科研人員 🧑🏻‍🔬 🧑🏻‍💻
科研人員女	科研人員女 👩🏻‍🔬 👩🏻‍💻
科研人員男	科研人員男 👨🏻‍🔬 👨🏻‍💻
女科研人員	女科研人員 👩🏻‍🔬 👩🏻‍💻
男科研人員	男科研人員 👨🏻‍🔬 👨🏻‍💻
宅女	宅女 👩🏻‍💻
宅男	宅男 👨🏻‍💻
程序員	程序員 🧑🏻‍💻
女程序員	女程序員 👩🏻‍💻
男程序員	男程序員 👨🏻‍💻
程序員女	程序員女 👩🏻‍💻
程序員男	程序員男 👨🏻‍💻
碼農	碼農 🧑🏻‍💻
女碼農	女碼農 👩🏻‍💻
男碼農	男碼農 👨🏻‍💻
碼農女	碼農女 👩🏻‍💻
碼農男	碼農男 👨🏻‍💻
程式設計師	程式設計師 🧑🏻‍💻
女程式設計師	女程式設計師 👩🏻‍💻
男程式設計師	男程式設計師 👨🏻‍💻
程式設計師女	程式設計師女 👩🏻‍💻
程式設計師男	程式設計師男 👨🏻‍💻
工程師	工程師 👷🏻 🧑🏻‍💻
工程師女	工程師女 👷🏻‍♀️ 👩🏻‍💻
工程師男	工程師男 👷🏻‍♂️ 👨🏻‍💻
女工程師	女工程師 👷🏻‍♀️ 👩🏻‍💻
男工程師	男工程師 👷🏻‍♂️ 👨🏻‍💻
農民工	農民工 👷🏻
農民工女	農民工女 👷🏻‍♀️
農民工男	農民工男 👷🏻‍♂️
建築工	建築工 👷🏻
建築工女	建築工女 👷🏻‍♀️
建築工男	建築工男 👷🏻‍♂️
女建築工	女建築工 👷🏻‍♀️
男建築工	男建築工 👷🏻‍♂️
建築工人	建築工人 👷🏻
建築工人女	建築工人女 👷🏻‍♀️
建築工人男	建築工人男 👷🏻‍♂️
女建築工人	女建築工人 👷🏻‍♀️
男建築工人	男建築工人 👷🏻‍♂️
民工	民工 👷🏻
民工女	民工女 👷🏻‍♀️
民工男	民工男 👷🏻‍♂️
女民工	女民工 👷🏻‍♀️
男民工	男民工 👷🏻‍♂️
進城務工人員	進城務工人員 👷🏻
進城務工人員女	進城務工人員女 👷🏻‍♀️
進城務工人員男	進城務工人員男 👷🏻‍♂️
工人	工人 🧑🏻‍🏭 👷🏻
工人女	工人女 👩🏻‍🏭 👷🏻‍♀️
工人男	工人男 👨🏻‍🏭 👷🏻‍♂️
女工人	女工人 👩🏻‍🏭 👷🏻‍♀️
男工人	男工人 👨🏻‍🏭 👷🏻‍♂️
女工	女工 👩🏻‍🏭 👷🏻‍♀️
男工	男工 👨🏻‍🏭 👷🏻‍♂️
勞工	勞工 🧑🏻‍🏭 👷🏻
勞工女	勞工女 👩🏻‍🏭 👷🏻‍♀️
勞工男	勞工男 👨🏻‍🏭 👷🏻‍♂️
女勞工	女勞工 👩🏻‍🏭 👷🏻‍♀️
男勞工	男勞工 👨🏻‍🏭 👷🏻‍♂️
技工	技工 🧑🏻‍🔧
技工女	技工女 👩🏻‍🔧
技工男	技工男 👨🏻‍🔧
女技工	女技工 👩🏻‍🔧
男技工	男技工 👨🏻‍🔧
技師	技師 🧑🏻‍🔧
技師女	技師女 👩🏻‍🔧
技師男	技師男 👨🏻‍🔧
女技師	女技師 👩🏻‍🔧
男技師	男技師 👨🏻‍🔧
主廚	主廚 🧑🏻‍🍳
主廚女	主廚女 👩🏻‍🍳
主廚男	主廚男 👨🏻‍🍳
女主廚	女主廚 👩🏻‍🍳
男主廚	男主廚 👨🏻‍🍳
廚子	廚子 🧑🏻‍🍳
廚子女	廚子女 👩🏻‍🍳
廚子男	廚子男 👨🏻‍🍳
女廚子	女廚子 👩🏻‍🍳
男廚子	男廚子 👨🏻‍🍳
廚師	廚師 🧑🏻‍🍳
女廚師	女廚師 👩🏻‍🍳
男廚師	男廚師 👨🏻‍🍳
廚師女	廚師女 👩🏻‍🍳
廚師男	廚師男 👨🏻‍🍳
大廚	大廚 🧑🏻‍🍳
大廚女	大廚女 👩🏻‍🍳
大廚男	大廚男 👨🏻‍🍳
女大廚	女大廚 👩🏻‍🍳
男大廚	男大廚 👨🏻‍🍳
女廚	女廚 👩🏻‍🍳
男廚	男廚 👨🏻‍🍳
光頭	光頭 🧑🏻‍🦲 🦲
光頭女	光頭女 👩🏻‍🦲
光頭男	光頭男 👨🏻‍🦲
亮蛋	亮蛋 🧑🏻‍🦲 🦲
亮蛋女	亮蛋女 👩🏻‍🦲
亮蛋男	亮蛋男 👨🏻‍🦲
謝頂	謝頂 🧑🏻‍🦲 🦲
謝頂女	謝頂女 👩🏻‍🦲
謝頂男	謝頂男 👨🏻‍🦲
禿	禿 🧑🏻‍🦲 🦲
禿女	禿女 👩🏻‍🦲
禿男	禿男 👨🏻‍🦲
禿頭	禿頭 🧑🏻‍🦲 🦲
禿頭女	禿頭女 👩🏻‍🦲
禿頭男	禿頭男 👨🏻‍🦲
不關我事	不關我事 🤷🏻
不關我事女	不關我事女 🤷🏻‍♀️
不關我事男	不關我事男 🤷🏻‍♂️
唔關我事	唔關我事 🤷🏻
唔關我事女	唔關我事女 🤷🏻‍♀️
唔關我事男	唔關我事男 🤷🏻‍♂️
不知道	不知道 😲 🤷🏻
不知道女	不知道女 🤷🏻‍♀️
不知道男	不知道男 🤷🏻‍♂️
不管	不管 🤷🏻
不管女	不管女 🤷🏻‍♀️
不管男	不管男 🤷🏻‍♂️
唔知	唔知 😲 🤷🏻
唔知女	唔知女 🤷🏻‍♀️
唔知男	唔知男 🤷🏻‍♂️
所以呢	所以呢 🤷🏻
所以呢女	所以呢女 🤷🏻‍♀️
所以呢男	所以呢男 🤷🏻‍♂️
攤手	攤手 👐🏻 🤷🏻
攤手女	攤手女 🤷🏻‍♀️
攤手男	攤手男 🤷🏻‍♂️
曉不得	曉不得 😲 🤷🏻
曉不得女	曉不得女 🤷🏻‍♀️
曉不得男	曉不得男 🤷🏻‍♂️
無能為力	無能為力 🤷🏻
無能爲力	無能爲力 🤷🏻
無能為力女	無能為力女 🤷🏻‍♀️
無能為力男	無能為力男 🤷🏻‍♂️
無能爲力女	無能爲力女 🤷🏻‍♀️
無能爲力男	無能爲力男 🤷🏻‍♂️
無所謂	無所謂 😌 🤷🏻
無所謂女	無所謂女 🤷🏻‍♀️
無所謂男	無所謂男 🤷🏻‍♂️
認不得	認不得 😲 🤷🏻
認不得女	認不得女 🤷🏻‍♀️
認不得男	認不得男 🤷🏻‍♂️
聳肩	聳肩 🤷🏻
聳肩女	聳肩女 🤷🏻‍♀️
聳肩男	聳肩男 🤷🏻‍♂️
張開	張開 👐🏻
張開雙手	張開雙手 👐🏻
攤開手	攤開手 👐🏻
接納	接納 👐🏻
沒門	沒門 🙅🏻
沒門女	沒門女 🙅🏻‍♀️
沒門男	沒門男 🙅🏻‍♂️
不	不 🙅🏻
不女	不女 🙅🏻‍♀️
不男	不男 🙅🏻‍♂️
不好	不好 🆖️ 🙅🏻
不好女	不好女 🙅🏻‍♀️
不好男	不好男 🙅🏻‍♂️
不乾	不乾 😝 🙅🏻
不幹	不幹 😝 🙅🏻
不乾女	不乾女 🙅🏻‍♀️
不乾男	不乾男 🙅🏻‍♂️
不幹女	不幹女 🙅🏻‍♀️
不幹男	不幹男 🙅🏻‍♂️
不行	不行 😝 🙅🏻
不行女	不行女 🙅🏻‍♀️
不行男	不行男 🙅🏻‍♂️
不要	不要 😣 🙅🏻 🤦🏻
不要女	不要女 🙅🏻‍♀️ 🤦🏻‍♀️
不要男	不要男 🙅🏻‍♂️ 🤦🏻‍♂️
大麻煩	大麻煩 🤦🏻
大麻煩女	大麻煩女 🤦🏻‍♀️
大麻煩男	大麻煩男 🤦🏻‍♂️
麻煩	麻煩 🤦🏻
麻煩女	麻煩女 🤦🏻‍♀️
麻煩男	麻煩男 🤦🏻‍♂️
頭大	頭大 🤦🏻 🤯
頭大女	頭大女 🤦🏻‍♀️
頭大男	頭大男 🤦🏻‍♂️
頭疼	頭疼 🤦🏻
頭疼女	頭疼女 🤦🏻‍♀️
頭疼男	頭疼男 🤦🏻‍♂️
糾結	糾結 😂 🤦🏻
糾結女	糾結女 🤦🏻‍♀️
糾結男	糾結男 🤦🏻‍♂️
舉重	舉重 🏋🏻
舉重女	舉重女 🏋🏻‍♀️
舉重男	舉重男 🏋🏻‍♂️
槓鈴	槓鈴 🏋🏻
槓鈴女	槓鈴女 🏋🏻‍♀️
槓鈴男	槓鈴男 🏋🏻‍♂️
美男魚	美男魚 🧜🏻‍♂️
美人魚	美人魚 🧜🏻‍♀️
美人魚女	美人魚女 🧜🏻‍♀️
美人魚男	美人魚男 🧜🏻‍♂️
人魚	人魚 🧜🏻
人魚女	人魚女 🧜🏻‍♀️
人魚男	人魚男 🧜🏻‍♂️
仙人	仙人 🧚🏻
仙人女	仙人女 🧚🏻‍♀️
仙人男	仙人男 🧚🏻‍♂️
仙	仙 🧚🏻
仙女	仙女 🧚🏻‍♀️
仙子	仙子 🧚🏻‍♂️
小精靈	小精靈 🧚🏻 🧝🏻
小精靈女	小精靈女 🧚🏻‍♀️ 🧝🏻‍♀️
小精靈男	小精靈男 🧚🏻‍♂️ 🧝🏻‍♂️
精靈族	精靈族 🧝🏻
精靈族女	精靈族女 🧝🏻‍♀️
精靈族男	精靈族男 🧝🏻‍♂️
暗夜精靈	暗夜精靈 🧝🏻
暗夜精靈女	暗夜精靈女 🧝🏻‍♀️
暗夜精靈男	暗夜精靈男 🧝🏻‍♂️
精靈	精靈 🧝🏻 🧞
女精靈	女精靈 🧝🏻‍♀️
男精靈	男精靈 🧝🏻‍♂️
精靈女	精靈女 🧝🏻‍♀️
精靈男	精靈男 🧝🏻‍♂️
阿拉丁燈神	阿拉丁燈神 🧞
阿拉丁燈神女	阿拉丁燈神女 🧞‍♀️
阿拉丁燈神男	阿拉丁燈神男 🧞‍♂️
女阿拉丁燈神	女阿拉丁燈神 🧞‍♀️
男阿拉丁燈神	男阿拉丁燈神 🧞‍♂️
燈神	燈神 🧞
女燈神	女燈神 🧞‍♀️
男燈神	男燈神 🧞‍♂️
燈神女	燈神女 🧞‍♀️
燈神男	燈神男 🧞‍♂️
側翻	側翻 🤸🏻
側翻女	側翻女 🤸🏻‍♀️
側翻男	側翻男 🤸🏻‍♂️
體操	體操 🤸🏻
體操女	體操女 🤸🏻‍♀️
體操男	體操男 🤸🏻‍♂️
男子體操	男子體操 🤸🏻‍♂️
女子體操	女子體操 🤸🏻‍♀️
偵探	偵探 🕵🏻
偵探女	偵探女 🕵🏻‍♀️
偵探男	偵探男 🕵🏻‍♂️
女偵探	女偵探 🕵🏻‍♀️
男偵探	男偵探 🕵🏻‍♂️
探長	探長 🕵🏻
探長女	探長女 🕵🏻‍♀️
探長男	探長男 🕵🏻‍♂️
女探長	女探長 🕵🏻‍♀️
男探長	男探長 🕵🏻‍♂️
神探	神探 🕵🏻
神探女	神探女 🕵🏻‍♀️
神探男	神探男 🕵🏻‍♂️
女神探	女神探 🕵🏻‍♀️
男神探	男神探 🕵🏻‍♂️
間諜	間諜 👁️ 👁‍🗨 🕵🏻
間諜女	間諜女 🕵🏻‍♀️
間諜男	間諜男 🕵🏻‍♂️
女間諜	女間諜 🕵🏻‍♀️
男間諜	男間諜 🕵🏻‍♂️
一隻眼睛	一隻眼睛 👁️
單目	單目 👁️
注目	注目 👁️
注視	注視 👁️
目	目 👁️
目光	目光 👁️
盯	盯 👁️
眼	眼 👁️
監聽	監聽 👁‍🗨
秘密	秘密 👁‍🗨
祕密	祕密 👁‍🗨
秘語	秘語 👁‍🗨
殭屍	殭屍 🧟
僵屍	僵屍 🧟
女僵屍	女僵屍 🧟‍♀️
女殭屍	女殭屍 🧟‍♀️
男僵屍	男僵屍 🧟‍♂️
男殭屍	男殭屍 🧟‍♂️
僵屍女	僵屍女 🧟‍♀️
僵屍男	僵屍男 🧟‍♂️
殭屍女	殭屍女 🧟‍♀️
殭屍男	殭屍男 🧟‍♂️
農戶	農戶 🧑🏻‍🌾
農戶女	農戶女 👩🏻‍🌾
農戶男	農戶男 👨🏻‍🌾
農民	農民 🧑🏻‍🌾
農民女	農民女 👩🏻‍🌾
農民男	農民男 👨🏻‍🌾
女農民	女農民 👩🏻‍🌾
男農民	男農民 👨🏻‍🌾
種地	種地 🧑🏻‍🌾
種地女	種地女 👩🏻‍🌾
種地男	種地男 👨🏻‍🌾
種田	種田 🧑🏻‍🌾
種田女	種田女 👩🏻‍🌾
種田男	種田男 👨🏻‍🌾
農夫	農夫 🧑🏻‍🌾
女農夫	女農夫 👩🏻‍🌾
男農夫	男農夫 👨🏻‍🌾
農夫女	農夫女 👩🏻‍🌾
農夫男	農夫男 👨🏻‍🌾
衝浪	衝浪 🏄🏻
衝浪女	衝浪女 🏄🏻‍♀️
衝浪男	衝浪男 🏄🏻‍♂️
划船	划船 🚣🏻
划船女	划船女 🚣🏻‍♀️
划船男	划船男 🚣🏻‍♂️
划艇	划艇 🚣🏻
划艇女	划艇女 🚣🏻‍♀️
划艇男	划艇男 🚣🏻‍♂️
賽艇	賽艇 🚣🏻 🚤
賽艇女	賽艇女 🚣🏻‍♀️
賽艇男	賽艇男 🚣🏻‍♂️
划手	划手 🚣🏻
女划手	女划手 🚣🏻‍♀️
男划手	男划手 🚣🏻‍♂️
剃頭	剃頭 💇🏻
剃頭女	剃頭女 💇🏻‍♀️
剃頭男	剃頭男 💇🏻‍♂️
剪頭髮	剪頭髮 💇🏻
剪頭髮女	剪頭髮女 💇🏻‍♀️
剪頭髮男	剪頭髮男 💇🏻‍♂️
剪髮	剪髮 💇🏻
剪發	剪發 💇🏻
剪髮女	剪髮女 💇🏻‍♀️
剪髮男	剪髮男 💇🏻‍♂️
剪發女	剪發女 💇🏻‍♀️
剪發男	剪發男 💇🏻‍♂️
理髮	理髮 💇🏻
理髮女	理髮女 💇🏻‍♀️
理髮男	理髮男 💇🏻‍♂️
醫者	醫者 🧑🏻‍⚕️
醫者女	醫者女 👩🏻‍⚕️
醫者男	醫者男 👨🏻‍⚕️
醫生	醫生 🧑🏻‍⚕️
醫生女	醫生女 👩🏻‍⚕️
醫生男	醫生男 👨🏻‍⚕️
女醫生	女醫生 👩🏻‍⚕️
男醫生	男醫生 👨🏻‍⚕️
護士	護士 🧑🏻‍⚕️
護士女	護士女 👩🏻‍⚕️
護士男	護士男 👨🏻‍⚕️
女護士	女護士 👩🏻‍⚕️
男護士	男護士 👨🏻‍⚕️
雜耍	雜耍 🎪 👲🏻 🤹🏻
雜耍女	雜耍女 🤹🏻‍♀️ 👲🏻‍♀️
雜耍男	雜耍男 🤹🏻‍♂️ 👲🏻‍♂️
賣藝	賣藝 🤹🏻
賣藝女	賣藝女 🤹🏻‍♀️
賣藝男	賣藝男 🤹🏻‍♂️
戲法	戲法 🤹🏻
戲法女	戲法女 🤹🏻‍♀️
戲法男	戲法男 🤹🏻‍♂️
把戲	把戲 🤹🏻
把戲女	把戲女 🤹🏻‍♀️
把戲男	把戲男 🤹🏻‍♂️
雜技	雜技 🎪 🤹🏻
雜技女	雜技女 🤹🏻‍♀️
雜技男	雜技男 🤹🏻‍♂️
帶瓜皮帽	帶瓜皮帽 👲🏻‍
瓜皮帽	瓜皮帽 👲🏻
小販	小販 👲🏻
商販	商販 👲🏻
衛兵	衛兵 💂🏻
女衛兵	女衛兵 💂🏻‍♀️
男衛兵	男衛兵 💂🏻‍♂️
衛兵女	衛兵女 💂🏻‍♀️
衛兵男	衛兵男 💂🏻‍♂️
侍衛	侍衛 💂🏻
女侍衛	女侍衛 💂🏻‍♀️
男侍衛	男侍衛 💂🏻‍♂️
侍衛女	侍衛女 💂🏻‍♀️
侍衛男	侍衛男 💂🏻‍♂️
衛士	衛士 💂🏻
衛士女	衛士女 💂🏻‍♀️
衛士男	衛士男 💂🏻‍♂️
女衛士	女衛士 💂🏻‍♀️
男衛士	男衛士 💂🏻‍♂️
衛門	衛門 💂🏻
衛門女	衛門女 💂🏻‍♀️
衛門男	衛門男 💂🏻‍♂️
守衛	守衛 💂🏻
守衛女	守衛女 💂🏻‍♀️
守衛男	守衛男 💂🏻‍♂️
女守衛	女守衛 💂🏻‍♀️
男守衛	男守衛 💂🏻‍♂️
看守	看守 💂🏻
看守女	看守女 💂🏻‍♀️
看守男	看守男 💂🏻‍♂️
女看守	女看守 💂🏻‍♀️
男看守	男看守 💂🏻‍♂️
門衛	門衛 💂🏻
門衛女	門衛女 💂🏻‍♀️
門衛男	門衛男 💂🏻‍♂️
女門衛	女門衛 💂🏻‍♀️
男門衛	男門衛 💂🏻‍♂️
捲髮	捲髮 🧑🏻‍🦱 🦱
捲髮女	捲髮女 👩🏻‍🦱
捲髮男	捲髮男 👨🏻‍🦱
吸血鬼	吸血鬼 🧛🏻
吸血鬼女	吸血鬼女 🧛🏻‍♀️
吸血鬼男	吸血鬼男 🧛🏻‍♂️
女吸血鬼	女吸血鬼 🧛🏻‍♀️
男吸血鬼	男吸血鬼 🧛🏻‍♂️
兔女	兔女 👯🏻‍♀️
兔男	兔男 👯🏻‍♂️
兔女郎	兔女郎 👯🏻‍♀️
兔男郎	兔男郎 👯🏻‍♂️
啦啦隊	啦啦隊 👯🏻 🥳
啦啦隊女	啦啦隊女 👯🏻‍♀️
啦啦隊男	啦啦隊男 👯🏻‍♂️
哺乳	哺乳 🤱🏻
餵奶	餵奶 🤱🏻 🧑🏻‍🍼
餵奶女	餵奶女 👩🏻‍🍼
餵奶男	餵奶男 👨🏻‍🍼
生氣的人	生氣的人 🙎🏻
生氣的人女	生氣的人女 🙎🏻‍♀️
生氣的人男	生氣的人男 🙎🏻‍♂️
噘嘴	噘嘴 😗 🙎🏻
噘嘴女	噘嘴女 🙎🏻‍♀️
噘嘴男	噘嘴男 🙎🏻‍♂️
委屈	委屈 ☹️ 🙎🏻
委屈女	委屈女 🙎🏻‍♀️
委屈男	委屈男 🙎🏻‍♂️
憋屈	憋屈 🙎🏻
憋屈女	憋屈女 🙎🏻‍♀️
憋屈男	憋屈男 🙎🏻‍♂️
超級反派	超級反派 🦹🏻
超級反派女	超級反派女 🦹🏻‍♀️
超級反派男	超級反派男 🦹🏻‍♂️
反派	反派 🦹🏻
女反派	女反派 🦹🏻‍♀️
男反派	男反派 🦹🏻‍♂️
壞蛋	壞蛋 🦹🏻
壞蛋女	壞蛋女 🦹🏻‍♀️
壞蛋男	壞蛋男 🦹🏻‍♂️
女壞蛋	女壞蛋 🦹🏻‍♀️
男壞蛋	男壞蛋 🦹🏻‍♂️
魔頭	魔頭 🦹🏻
魔頭女	魔頭女 🦹🏻‍♀️
魔頭男	魔頭男 🦹🏻‍♂️
女魔頭	女魔頭 🦹🏻‍♀️
男魔頭	男魔頭 🦹🏻‍♂️
大法官	大法官 🧑🏻‍⚖️
大法官女	大法官女 👩🏻‍⚖️
大法官男	大法官男 👨🏻‍⚖️
女大法官	女大法官 👩🏻‍⚖️
男大法官	男大法官 👨🏻‍⚖️
大狀	大狀 🧑🏻‍⚖️
大狀女	大狀女 👩🏻‍⚖️
大狀男	大狀男 👨🏻‍⚖️
女大狀	女大狀 👩🏻‍⚖️
男大狀	男大狀 👨🏻‍⚖️
律師	律師 🧑🏻‍⚖️
律師女	律師女 👩🏻‍⚖️
律師男	律師男 👨🏻‍⚖️
女律師	女律師 👩🏻‍⚖️
男律師	男律師 👨🏻‍⚖️
法官	法官 🧑🏻‍⚖️
